Fact++,Expressivity,Profile,class_count,obj_property_count,dataproperty_count,indiv_count,datatypes_count,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,Complement,OneOf,HasValue,HasSelf,IntersectionR,UnionR,ExistentielR,UniversalR,LeastCardinalityR,MostCardinalityR,ExactCardinalityR,avgValuesCard,LogestMCard,LogestLCard,LogestECard,ComplementR,OneOfR,HasValueR,HasSelfR,MaxACC,OntoCCDensity,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,TransitiveObjectProperty,ObjectPropertyDomain,SubObjectPropertyOf,SubClassOf,ClassAssertion,DataPropertyRange,FunctionalObjectProperty,ObjectPropertyRange,InverseFunctionalObjectProperty,InverseObjectProperties,DisjointClasses,FunctionalDataProperty,AttRichness,RRichness,HC_Max_Sibling,HC_Avg_Sibling,C_TangledClass,C_MaxTangledness,C_CENTRALITY,HC_MAX_DEPTH,HC_Cohesion,HP_Max_Sibling,HP_Avg_Sibling,P_Tangledness,MAX_PTangledness,OP_Cohesion,P_CENTRALITY,HP_MAX_DEPTH,HP_Cohesion,Onto_Cohesion,CyclicClsRatio,CyclicClsCount,UI,EUR,CUR,SymmetricObjectProperty,EquivalentClasses,DataPropertyDomain,ObjectPropertyAssertion,SubPropertyChainOf,DisjointUnion,DifferentIndividuals,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,DataPropertyAssertion,SubDataPropertyOf,ReflexiveObjectProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Timeout,SROIF,DL,14888,40,0,2,0,38360,23432,23363,2,67,99.706,0,0.286,174,22873,35,0.745,97.903,0.15,14,2.411,0.208,0.013,0,0,0,1750,94,5930,18,0,0,0,0,0,0,2,22.453,1.206,76.084,0.231,0,0,0,0,0,0,0,0,0,0,0.026,7,0.048,73.638,64.593,0,0,0,0,1.126,9.734,28.362,0.047,0.051,0.06,98.57,0.009,0,0.004,0.06,0.004,0.051,0.243,0,0,0.003,845,7.528,0.054,14,0.057,15,0.002,7,2.8,0,1,0,0.17,2,0.036,0.013,0.002,1,12,1,0,0,0.892,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0
Correct,ALH(D),RL,11,12,17,41,5,166,126,5,72,49,3.968,45.351,38.889,0,5,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73,7.143,3.968,29.365,3.175,0,1.587,0,0,0,0,1.545,0.286,2,1.667,0,1,0.256,3,0.218,9,9,0,1,0.02,0.818,2,0.273,0.17,0,0,0,0,0,0,0,10.317,12.698,0,0,0,0,0,0,15.079,7.937,0,0,0,0
Correct,SHI,DL,37337,93,0,0,0,120469,83039,82949,0,90,99.892,0,0.108,219,82461,0,0.264,99.412,0,7,2.492,0.019,0,0,0,0,219,0,40333,0,0,0,0,0,0,0,0,0.54,0,99.46,0,0,0,0,0,0,0,0,0,0,0,0,3,0.163,0,0.486,0,0,0,0,0,0,49.679,0.025,0,0.077,99.622,0,0,0,0,0,0,0.006,0,0,0,18433,3.756,0.005,3,0.494,12,0,7,2.462,1.075,2,0,0.062,4,0.036,0.018,0,0,0,0,0,0.006,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALERI+,DL,37682,10,0,0,0,75380,37689,37681,0,8,99.979,0,0.021,0,37681,0,0,100,0,3,3,0,0,0,0,0,0,0,37681,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.005,0,0.008,99.979,0,0,0,0,0,0.003,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0.125,2,0.056,0.056,0,0,0,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
Correct,ALUHIF+(D),DL,335,110,27,3853,4,68218,67746,334,67082,330,0.493,0.146,0.487,0,334,0,0,100,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.059,0.161,0.493,5.575,0.028,0.001,0.035,0.001,0.078,0,0.022,0.081,0.067,36,7.106,0.299,2,0.105,5,0.02,21,5.19,0,1,0,0.187,5,0.063,0.028,0.087,1,0,0,0,0.012,0,0.024,66.461,0,0,0,0,0,0,26.983,0.038,0,0,0,0
Timeout,ALCO,DL,552,2,0,44,0,1327,773,728,45,0,94.179,0.753,0,3,522,0,0.412,71.703,0,5,2.012,11.957,0.543,0,18.182,100,0,1,6,1,0,0,0,0,3,0,0,0,9.091,54.545,9.091,0,0,0,0,0,0,0,0,27.273,0,0,2,0.008,0,0,0,0,0,0,0,0,0,0,0,0,67.917,5.692,0,0,0,0,0,25.873,0,0,0.275,17,2.726,0,1,0.029,7,0.012,0,0,0,1,0,0,0,0,0.012,0,0,0,0,0,0,0.388,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0
Correct,AL(D),DL,11,8,16,444,5,3193,3159,3,3108,48,0.095,3.114,1.519,0,3,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0,0.095,14.055,0.475,0,0.253,0,0,0,0,1.455,0.727,2,1.5,0,1,0.194,2,0.133,0,0,0,1,0.039,0,0,0,0.086,6.579,5,0,0,0,0,0,0.506,0,0,0,0,0,0,0,84.33,0,0,0,0,0
Correct,SHOIN,DL,62,63,0,25,0,456,332,122,37,173,36.747,3.357,52.108,6,89,3,4.918,72.951,2.459,4,2.32,30.645,16.129,0,0,0,0,0,21,11,9,0,0,0,0,0,10,0,0,41.176,21.569,17.647,0,0,0.51,0,1,0,0,0,0,19.608,2,0.209,100,14.634,0,0,0,0,0,0,51.22,1.205,18.373,3.614,28.916,5.723,0,0,18.072,0,9.94,6.024,0,0,0.495,10,2.421,1.639,2,0.164,5,0.078,2,1.5,0,1,0.001,0.027,2,0.012,0.03,7.636,42,0,0,0,0.904,1.807,0,5.422,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHIN(D),DL,57,51,4,17,2,397,286,150,17,119,52.448,2.078,41.608,6,125,2,4,83.333,1.333,3,2.647,12.281,0,0,0,0,0,0,71,12,4,1,9,0,0,0,0,0,0,73.196,12.371,4.124,1.031,9.278,1.178,4,1,1,0,0,0,0,1,0.647,26.804,5.155,0,0,0,0,21.649,0,42.268,0.699,9.441,8.741,47.902,5.944,1.399,2.448,16.084,0,1.049,1.748,0.35,0.07,0.26,7,3.143,0,1,0.102,3,0.069,4,3.571,0,1,0.001,0.084,3,0.045,0.039,9.108,49,0,0,0,0,2.797,1.399,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCIQ(D),DL,668,326,447,0,7,7316,5875,4058,0,1817,69.072,0,30.928,142,555,6,3.499,13.677,0.148,18,2.308,11.078,0,0,0,0,148,0,0,326,147,0,181,0,0,0,0,18.454,0,0,40.648,18.329,0,22.569,4.426,0,0,1,0,0,0,0,1,0.198,100,0,0,0,0,0,0,0,0,0,5.549,0,20.579,0,7.609,0,5.549,0,2.774,45.974,1.855,0.669,0.69,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.519,7.591,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SRIQ(D),DL,1162,185,1,0,10,3253,1905,1496,0,409,78.53,0,21.47,26,1372,11,1.738,91.711,0.735,12,2.322,10.069,0,0,0,0,56,23,230,31,16,1,21,4,0,1,0,14.621,6.005,60.052,8.094,4.178,0.261,5.483,5.846,2,3,2,1.044,0,0.261,0,7,0.037,91.639,11.371,6.02,12.709,7.358,8.361,3.344,6.689,100,1.155,1.522,10.026,73.858,0,0,0.682,1.627,0.42,3.885,2.73,0.052,0.001,0.054,118,2.861,0.086,2,0.101,16,0.014,11,2.388,0.541,2,0,0.055,8,0.05,0.021,0.021,1,2,1,0,1.627,1.942,0,0,0.052,0,0,0,0,0,0,0,0.157,0.157,0.105,0
Correct,ALE+,DL,4366,8,0,0,0,21281,16907,4453,12450,4,26.338,0.436,0.024,0,4453,0,0,100,0,3,2.021,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.021,0,0,0,0,0,0,0,0,0,0.024,0,0,26.338,73.638,0,0,0,0,0,0,0,0,0,241,14.202,0,1,0.055,14,0.005,0,0,0,1,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Correct,SHOIN(D),DL,139,244,118,87,9,1654,1154,214,185,755,18.544,1.389,65.425,23,143,16,10.748,66.822,7.477,14,2.397,15.108,4.317,0,0,24.138,15,10,22,0,0,5,8,0,3,0,3,22.727,15.152,33.333,0,0,7.576,0,1.716,1,0,1,0,4.545,0,4.545,6,0.051,17.143,0,0,0,0,0,40,0,20,0.173,15.858,6.672,14.471,7.452,7.019,0.693,15.598,0.52,3.466,1.213,1.04,0.849,0.5,12,2.632,0.725,2,0.086,5,0.028,22,3.667,0.41,2,0,0.093,4,0.006,0.012,4.786,77,3,0,0,0.173,2.86,7.712,2.946,0,0,0,0.52,0,3.64,5.633,2.34,0,0,0,0
Correct,SHOIN(D),DL,7582,812,66,7532,5,36773,28314,14299,12003,2012,50.502,0.15,7.106,39,14076,0,0.273,98.44,0,14,2.103,1.728,14.165,0,0,0,28,148,897,128,1,0,0,0,0,0,1078,1.228,6.491,39.342,5.614,0.044,0,0,45.6,0,2,0,0,0,0,47.281,3,0.053,64.815,6.92,0,0,0.487,0,3.606,0,73.879,0.095,2.458,1.144,49.975,29.286,0.233,0.064,2.282,0,0.544,0.392,0.011,0.009,0.123,260,3.696,0.053,7,0.034,20,0.168,23,2.174,0.246,3,0,0.027,6,0.003,0.057,0.097,41,0,0,0,0.078,0.134,0.198,10.843,0,0,0,0,0,0,2.264,0,0,0,0,0
Correct,AL(D),RL,157,45,21,91,4,1257,1034,148,847,39,14.313,7.922,3.772,0,148,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.313,19.536,2.031,0,1.741,0,0,0,0,0.134,0.108,73,7.048,0.637,2,0.468,5,0.038,0,0,0,1,0,0,0,0,0.019,0,0,0,0,0,0,0,0,62.379,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHI(D),DL,5713,225,51,1469,7,16884,10896,8657,1486,753,79.451,0.125,6.911,4,8516,7,0.046,98.371,0.081,29,2,0.438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064,2.037,1.615,78.212,13.491,0.422,0,2.037,0,0.055,1.184,0,0.009,0.04,2843,2.993,0.018,2,0.497,5,0.002,91,88,0,1,0,0.403,2,0.014,0.005,0.021,5,0,0,0,0.018,0.055,0.441,0.128,0,0,0,0.018,0,0.018,0.018,0.184,0,0,0,0
Timeout,SHI,DL,91474,95,0,0,0,287438,195869,195779,0,90,99.954,0,0.046,219,195219,72,0.112,99.714,0.037,7,2.682,0.008,0,0,0,0,291,0,132918,0,0,0,0,0,0,0,0,0.218,0,99.782,0,0,0,0,0,0,0,0,0,0,0,0,3,0.227,0,32.1,0,0,0,0,0,0,28.109,0.011,0,0.033,99.803,0,0,0,0,0,0,0.003,0,0,0,22319,4.962,0.002,3,-9.167,12,0,7,2.462,1.053,2,0,0.061,4,0.034,0.017,0,0,0,0,0,0.003,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exec_err,ALUHN+(D),DL,36,24,46,56,5,635,530,107,298,125,20.189,10.609,23.585,0,107,0,0,100,0,4,2.393,0,0,0,0,0,0,0,0,10,1,12,19,0,0,0,0,0,0,0,23.81,2.381,28.571,45.238,0.42,1,1,1,0,0,0,0,1,0.393,0,0,0,0,0,0,0,0,33.333,0.189,4.151,1.321,20.189,20.943,6.604,0,3.774,0,0,0,0,1.278,0.157,7,3.25,0,1,0.172,3,0.118,4,3.5,0,1,0.003,0.162,2,0.051,0.057,18.298,86,0,0,0,0,0,6.981,8.302,0,0,0,0,0,0,26.981,0.566,0,0,0,0
Correct,ALCOIF,DL,60,16,0,17941,0,65534,65459,168,65240,51,0.257,0.152,0.078,0,55,0,0,32.738,0,3,2.042,88.333,0,0,0.011,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0.042,0,0,0,0,0,0,100,0,0,0,0.024,0,0.084,27.408,0,0.018,0.024,0.006,0.005,0.173,0,0,0.701,8,2.938,0,1,0.114,4,0.063,0,0,0,1,0.001,0,0,0,0.032,3.846,18,0,0,0,0,0,0,72.18,0,0,0.078,0,0,0,0,0,0,0,0,0
Correct,SHI(D),DL,1038,53,49,3048,7,6589,5450,2154,3065,231,39.523,1.032,4.239,4,2013,7,0.186,93.454,0.325,29,2.001,2.408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.128,0.917,0.073,37.046,55.945,0.807,0,0.917,0,0.11,2.367,0,0.047,0.081,1005,224.333,0.096,2,0.968,2,0.008,4,4,0,1,0,0.077,2,0.006,0.004,0.086,5,0,0,0,0.037,0.11,0.844,0.257,0,0,0,0.037,0,0.037,0.037,0.33,0,0,0,0
Correct,ALUHIF(D),DL,32,30,2,28,2,205,141,29,34,78,20.567,17.102,55.319,0,29,0,0,100,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.567,1.418,20.567,19.858,1.418,7.092,19.149,0,4.255,0,0,0.062,0.482,9,4.833,0,1,0.247,3,0.141,1,1,0,1,0.004,0.032,2,0.009,0.051,0.518,1,0,0,0,0,0,1.418,2.837,0,0,0,0,0,0,1.418,0,0,0,0,0
Correct,SHI,DL,1819,24,0,0,0,4296,2453,2434,0,19,99.225,0,0.775,219,1946,0,8.998,79.951,0,7,2.417,0.385,0,0,0,0,219,0,561,0,0,0,0,0,0,0,0,28.077,0,71.923,0,0,0,0,0,0,0,0,0,0,0,0,3,0.107,0,9.091,0,0,0,0,0,0,26.56,0.285,0,0.326,90.094,0,0,0,0,0,0,0.204,0,0,0.002,41,3.791,0.11,3,0.022,12,0.008,3,1.6,0,1,0,0.158,3,0.069,0.038,0,0,0,0,0,0.163,8.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,3138,199,36,156,4,8462,5090,4332,472,286,85.108,0.182,5.619,367,3124,422,8.472,72.114,9.741,4,2.172,4.716,3.219,1.282,0,0,0,5,70,664,0,0,3,0,0,0,101,0,0.593,8.304,78.766,0,0,0,0,0,0,1,0,0,0,11.981,1,0.195,6.377,4.749,0,0,1.357,0,0,0,50.339,0.138,0.53,1.69,75.128,3.163,0.413,0,1.768,0,0.216,1.552,0,0.011,0.061,53,4.081,0.064,3,0.017,13,0.003,14,2.529,0.503,2,0,0.072,5,0.012,0.005,0.073,10,0,0,0,0.059,8.428,0.334,3.458,0,0,0,0.079,0.079,0.334,2.574,0.059,0,0,0,0
Timeout,SH,DL,5440,24,0,0,0,21957,16493,16484,0,9,99.945,0,0.055,2359,5879,0,14.311,35.665,0,51,2.961,1.14,0,0,0,0,2349,10,9687,0,0,0,0,0,0,0,0,19.5,0.083,80.417,0,0,0,0,0,0,0,0,0,0,0,0,25,0.029,0,3.438,0,0,0,0,0,0,19.872,0.024,0,0.03,85.388,0,0,0,0,0,0,0.255,0,0,0.003,169,3.436,0.092,6,0.031,16,0.011,2,1.667,0,1,0,0.123,3,0.043,0.027,0,0,0,0,0,0,14.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCHIN(D),DL,30,54,28,0,4,390,279,76,0,203,27.24,0,72.76,0,75,0,0,98.684,0,17,2.539,6.667,0,0,0,0,0,0,0,6,25,4,6,0,0,0,0,0,0,0,14.634,60.976,9.756,14.634,0.422,1,2,1,0,0,0,0,1,0.539,100,0,0,0,0,0,36.585,0,26.829,0,18.28,1.434,26.882,0,9.677,2.867,18.638,0.358,9.319,0.358,3.943,0.933,0.414,0,0,0,1,0,0,0,2,2,0,1,0.004,0.036,2,0.006,0.005,19.464,109,0,0,0,0,0,8.244,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,841,71,27,103,4,2641,1703,1264,315,124,74.222,1.086,7.281,164,633,196,12.975,50.079,15.506,4,2.212,6.302,0.357,1.942,0,0,0,2,3,259,0,0,2,0,0,0,3,0,0.743,1.115,96.283,0,0,0,0,0,0,1,0,0,0,1.115,1,0.213,3.788,3.788,0,0,0,0,0,0,65.909,0.411,0.94,1.233,60.834,6.048,0.763,0,2.408,0,0.294,1.762,0,0.032,0.057,40,4.1,0.119,2,0.047,10,0.011,8,3,0,1,0,0.109,4,0.019,0.01,0.169,7,0,0,0,0.059,11.627,0.646,7.868,0,0,0,0.176,0.117,0.176,4.463,0.176,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Timeout,SROIF,DL,186390,119,0,18,0,846849,660341,660123,2,216,99.967,0,0.033,26423,267566,44354,4.003,40.533,6.719,7,2.803,0.004,0.002,0,44.444,100,493,0,528766,4,0,0,0,0,4,0,0,0.093,0,99.905,0.001,0,0,0,0,0,0,0,0,0.001,0,0,3,0.267,87.844,18.917,0,0,0,0,0,0,99.264,0.003,0.005,0.011,93.166,0,0,0,0.003,0,0.003,0.001,0,0,0,22062,5.476,0.001,4,10.795,12,0,7,2.286,0.847,2,0,0.051,4,0.022,0.007,0,1,0,0,0,0.001,6.8,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
Correct,ALC(D),DL,42183,103,52,0,1,110463,68125,67867,0,258,99.621,0,0.379,0,63163,4514,0,93.069,6.651,137,3.18,0.047,0,0,0,0,4514,0,44039,3673,0,0,0,0,0,0,0,8.643,0,84.324,7.033,0,0,0,0,0,0,0,0,0,0,0,68,0.011,0,0,0,0,0,0,0,0,0,0,0.151,0,92.716,0,0.076,0,0.151,0,0,0.279,0,0.001,0.004,3164,5.513,0.007,5,0.075,16,0.001,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,6.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,120,13,1,93,1,465,332,291,8,33,87.651,0.726,9.94,49,67,26,16.838,23.024,8.935,7,2.773,33.333,121.667,0,2.151,75.269,57,14,1,28,2,22,6,0,31,0,115,20.652,5.072,0.362,10.145,0.725,7.971,2.174,2.852,1,2,1,0,11.232,0,41.667,4,0.237,52.542,1.695,0,0,0,0,49.153,0,44.068,0.301,1.807,1.506,51.506,0,0.301,1.807,3.012,0,0.602,13.554,0,0.008,0.654,5,2.143,0.84,2,0.043,8,0.041,4,2.5,0,1,0,0.417,3,0.179,0.074,8.431,115,0,0,0,0.301,22.59,0.301,0,0,0,2.41,0,0,0,0,0,0,0,0,0
Exec_err,ALUHN+(D),DL,34,24,45,56,5,605,503,81,297,125,16.103,11.739,24.851,0,81,0,0,100,0,4,2.519,0,0,0,0,0,0,0,0,10,1,12,19,0,0,0,0,0,0,0,23.81,2.381,28.571,45.238,0.42,1,1,1,0,0,0,0,1,0.519,0,0,0,0,0,0,0,0,33.333,0.199,4.374,1.392,16.103,22.068,6.958,0,3.976,0,0,0,0,1.324,0.198,0,0,0,1,0,0,0,4,3.5,0,1,0.003,0.162,2,0.051,0.027,20.673,86,0,0,0,0,0,7.356,8.748,0,0,0,0,0,0,28.231,0.596,0,0,0,0
Timeout,SRIQ,DL,32750,213,0,39,0,146426,113465,113139,39,287,99.713,0,0.253,21530,76690,2,19.03,67.784,0.002,11,3.066,0,0,0,0,0,21500,86,76825,1,37,37,0,1,0,0,0,21.83,0.087,78.005,0.001,0.038,0.038,0,1969.74,2,2,0,0.001,0,0,0,5,0.174,70.337,68.122,0,0.009,0.719,0,0,0,80.003,0.032,0.011,0.119,95.804,0.034,0,0,0.012,0,0.03,0,0,0,0,3364,6.712,0.015,7,0.103,37,0.003,19,2.197,0.472,3,0,0.09,5,0.021,0.008,0,1,0,0,0,0.004,3.909,0,0,0.036,0,0,0,0,0.009,0,0,0,0.001,0,0
Timeout,SHI,DL,140706,96,0,0,0,3209753,3068951,3068861,0,90,99.997,0,0.003,219,3068301,72,0.007,99.982,0.002,7,2.98,0.005,0,0,0,0,291,0,3005601,0,0,0,0,0,0,0,0,0.01,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,3,0.326,0,1.429,0,0,0,0,0,0,1.259,0.001,0,0.002,99.987,0,0,0,0,0,0,0,0,0,0,22709,4.994,0.001,3,-1.905,12,0,7,2.462,1.042,2,0,0.061,4,0.033,0.017,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,567,70,27,103,4,1781,1118,676,315,127,60.465,2.52,11.36,59,504,79,8.728,74.556,11.686,4,2.083,8.113,1.235,1.942,0,0,0,1,2,48,2,0,2,0,0,0,7,0,1.613,3.226,77.419,3.226,0,3.226,0.62,0,1,1,0,0,0,11.29,1,0.092,0,0,0,0,0,0,0,0,0,0.626,1.699,2.057,51.073,9.213,1.252,0,3.488,0,0.447,2.236,0,0.048,0.099,25,3.428,0.177,2,0.041,10,0.018,7,2.556,1.429,2,0,0.095,4,0.022,0.014,0.49,11,0,0,0,0.089,7.156,1.163,11.986,0,0,0,0.179,0.179,0.089,6.798,0.268,0,0,0,0
Timeout,S,DL,83200,12,0,0,0,257216,174004,173998,0,6,99.997,0,0.003,30405,31530,0,17.474,18.121,0,25,2.864,0.835,0,0,0,0,30383,26,88582,0,0,0,0,0,0,0,0,25.534,0.022,74.444,0,0,0,0,0,0,0,0,0,0,0,0,12,0.057,0,3.983,0,0,0,0,0,0,0,0.003,0,0,82.122,0,0,0,0,0,0,0.398,0,0,0.004,22265,3.063,0.002,3,-1.111,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,2995,501,32,1152,6,10230,6703,3869,2191,643,57.72,0.488,9.593,248,3176,287,6.41,82.088,7.418,4,2.109,3.372,7.212,0.174,0.174,0,0,2,91,311,4,0,10,0,0,0,222,0,0.312,14.219,48.594,0.625,0,1.562,6.857,0,1,2,0,0,0,34.688,1,0.165,3.125,2.404,0,0,0.24,0,0,0,62.5,0.119,0.955,4.64,52.484,18.35,0.269,0,2.462,0,0.179,0.85,0,0.011,0.109,53,3.9,0.067,3,0.017,11,0.003,35,5.016,0.2,2,0,0.07,5,0.007,0.003,0.32,39,0,0,0,0.045,4.386,0.209,6.848,0,0,1.134,0.06,3.103,0.656,3.252,0,0,0,0,0
Correct,ALCIF(D),DL,1920,10,84,28023,2,57033,55020,33,54898,89,0.06,0.181,0.162,8,24,1,24.242,72.727,3.03,74,4.455,0,0,0,0,0,12,5,9,3,0,0,0,20,0,0,0,24.49,10.204,18.367,6.122,0,0,0,0,0,0,0,40.816,0,0,0,5,0.303,100,0,0,0,0,0,0,0,0,0,0,0,0.058,28.072,0,0,0,0,0.009,0,0.153,0.044,0,5,2.2,0,1,0.003,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.002,0,71.707,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,2994,501,32,1152,6,9969,6443,3869,1932,642,60.05,0.465,9.964,248,3176,287,6.41,82.088,7.418,4,2.109,3.373,7.214,0.174,0.174,0,0,2,91,311,5,0,10,0,0,0,222,0,0.312,14.197,48.518,0.78,0,1.56,6.837,0,1,2,0,0,0,34.633,1,0.166,3.118,2.398,0,0,0.24,0,0,0,62.35,0.124,0.993,4.827,54.602,19.09,0.279,0,2.561,0,0.186,0.885,0,0.011,0.109,53,3.904,0.067,3,0.017,11,0.003,35,5.016,0.2,2,0,0.07,5,0.007,0.003,0.336,41,0,0,0,0.047,4.563,0.202,3.694,0,0,1.18,0.062,3.228,0.683,2.794,0,0,0,0,0
Correct,AL(D),RL,693,0,3,2153,2,6389,5693,688,5005,0,12.085,1.544,0,0,688,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.085,50.711,0,0,0,0,0,0,0,0.004,0,97,10.75,0,1,0.138,3,0.008,0,0,0,1,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.204,0,0,0,0,0
Correct,ALUHIF+(D),DL,344,110,27,3728,4,65574,65093,346,64417,330,0.532,0.152,0.507,0,346,0,0,100,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.061,0.167,0.532,5.612,0.029,0.002,0.037,0.002,0.081,0,0.023,0.078,0.065,72,7.362,0.291,2,0.208,5,0.018,21,5.19,0,1,0,0.187,5,0.063,0.027,0.084,1,0,0,0,0.012,0,0.025,66.193,0,0,0,0,0,0,27.157,0.04,0,0,0,0
